,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120
C11orf75,93.62309033,93.12715072,92.67510476,93.17858422,94.07359825,95.8332115,94.86773457,92.17591096,93.73503247,95.03697193,93.02782801,94.52762549,100.2684472,95.97089058,95.36049422,98.21009748,97.53461428,92.72579713,98.65177055,95.38769477,96.86055615,104.1621288,95.66840157,93.07151039,97.07167606,92.14967646,96.24512546,95.39369481,94.26687326,99.7122054,94.0491134,91.4655283,91.64428793,91.9656348,91.96897451,92.55943393,92.060438,90.74761972,91.81398833,91.02545972,91.22367378,91.01275679,93.29157164,94.55268056,91.53083409,92.05714428,91.10276353,92.31883433,91.94005789,91.47918673,92.40855494,91.78786447,90.86920565,92.68931739,92.10372923,91.93240687,91.10061501,93.56957593,92.05991382,92.07759148,92.29321927,91.92822728,89.94694674,92.74313048,92.35149815,90.87550874,91.2877691,92.33514078,92.2687995,90.39341536,93.15826802,92.01013198,91.94334596,92.98844295,91.24863428,90.87126205,90.38662126,93.35521051,90.90094109,91.16926101,92.09500623,91.50244518,92.69318784,91.51657333,94.84793712,92.8109626,94.3745037,90.7419022,92.9312093,91.74890876,91.94225442,93.12273048,91.54265082,92.69202791,93.33877189,92.54045506,92.31537,93.92557188,90.7545378,92.66220671,92.90992471,92.05072027,93.35582622,91.50638463,92.54345103,90.95798369,92.89677387,91.87571115,91.77085011,91.95356475,92.45168915,91.34159317,91.7543941,92.0011952,90.79358073,93.05639799,91.44553773,91.50831521,91.95080831,91.82781855
LRRC70,89.90968453,91.1915531,90.68535931,92.03089031,92.86175375,93.16325353,90.10305943,89.42185993,90.30828953,91.64898335,91.77679556,91.01479955,90.33071735,90.22846421,90.36211704,92.31190643,92.37362716,91.11496003,91.04188575,91.93619162,89.80784657,91.04188237,89.57699842,90.08186763,90.50084312,91.50864391,90.95204332,91.69669127,91.06794722,91.17661132,92.64339508,91.7191297,91.9006949,97.23735003,91.42519722,94.74790803,95.5375558,91.30842367,94.49993411,94.98950443,93.43910504,93.63336469,91.43417055,92.87202033,96.10804326,90.13228707,90.97018232,89.30378961,93.27798559,92.48978479,89.36612029,92.97370574,96.58889224,94.12991313,91.55021867,95.98252065,92.4368206,94.46037268,93.54013009,91.17484961,99.8913075,100.5080431,101.1531659,100.1399901,96.7965469,100.5174181,98.9050717,97.45584023,101.4029308,100.5606674,99.64163497,100.7417387,99.28404974,96.06152591,98.70856592,101.1151303,98.71611574,97.64952516,101.1586195,100.9041142,99.57702268,100.4158096,99.32741283,100.1132267,100.228502,98.42111213,99.02015554,97.58327476,101.5861716,99.61621744,100.1070173,102.3549615,101.8619432,100.4235804,100.4623114,99.58292473,101.9241905,100.0290235,100.2920464,101.743282,100.0530732,101.8622653,98.61550691,99.38063948,98.8069034,100.4372472,100.3977943,100.1288682,99.4288224,99.52315948,100.3343094,99.2009954,99.54910116,99.70071508,100.3470061,100.8062302,100.8390807,99.74617889,101.953128,100.017819
CAP2,99.6076388,100.8748547,97.57541232,99.03429639,99.83919831,98.72941592,99.48047428,96.43612954,97.57728042,100.2395966,98.52793032,99.50561783,95.41199328,98.85294023,97.93344107,96.51487395,102.0182688,96.28649209,98.01434283,101.9638469,99.81858143,90.27680481,100.7959537,98.10795084,100.6042763,97.37599018,101.7141561,100.735587,99.57144465,96.45649646,92.74328323,93.65756669,92.051636,92.77881613,94.49889819,91.469289,91.29486134,94.43227116,96.74262354,90.40885188,91.53081601,91.22820583,94.40968637,91.36949645,92.81792564,95.18486856,92.10407196,92.73830482,92.26028708,91.17748618,92.06826033,92.15129378,91.11854907,92.86561828,93.45731577,92.10129588,93.12909018,90.91712564,93.08197543,92.40377855,92.38248314,92.51949684,91.78502168,91.84584273,91.94495962,91.49137973,92.02273262,92.62344796,91.80655449,93.91586223,92.22410674,93.79327844,93.32275445,92.45953929,92.57005617,91.70222185,91.0353012,90.60994197,93.97918064,93.23616286,91.17009288,91.32215536,91.8304135,93.12209797,91.30125238,92.15123089,92.11492577,90.89813122,91.92990827,92.11633256,92.92745702,90.76340274,90.41481872,92.48984036,93.36205287,90.97406441,91.19656138,93.52413065,91.32207031,91.00082655,91.38256321,92.39422764,90.6145203,91.91247904,90.78538021,91.1322987,93.97261495,92.32021781,90.75058648,93.75190506,90.22196474,92.53918523,91.70499146,90.80221471,91.67897947,92.50442946,91.41970763,89.84314678,91.95795536,92.06022587
FKBP8,97.19643997,97.02915733,102.3719358,99.05098458,96.75369508,96.19510857,96.22750698,104.4558565,96.40933571,96.02880206,101.2915942,97.97128494,98.22640203,95.8136073,95.83262992,96.12442922,96.80840791,103.7343093,96.77727687,95.04123421,97.36283551,97.02385404,95.56175885,100.7277949,96.34337427,100.1792967,96.27354361,96.59265295,97.99636308,96.42149356,106.2898122,105.7107647,104.981531,106.1475136,106.8471078,107.028861,106.6557689,104.1878575,105.1745774,106.4634079,106.5420644,106.5405902,104.667807,106.5600611,107.2205476,104.5758394,107.9836999,105.8443912,108.1394431,106.5641799,104.7777412,106.7871549,107.3529567,106.6774992,105.3118126,106.4023095,106.5623458,107.4765602,106.6404137,107.2765441,105.6544805,97.30961989,107.2531743,104.904743,107.8985993,105.3509765,108.4854196,106.6037083,100.7390092,98.01722127,105.5254074,106.0216349,96.50538137,105.6253799,106.3229049,103.2143356,105.049611,107.6715429,96.50593088,102.5831772,97.20206055,95.25897738,107.1386356,104.3028687,106.8557496,106.6174501,96.70105572,106.0247338,106.2535696,101.918096,96.25596248,97.52360549,95.62240278,96.80375659,95.58801342,96.18090413,97.29649285,95.76676975,96.24741902,96.91482605,96.83051824,95.01745357,96.59199768,97.30692449,96.20535658,95.20923959,95.61792049,98.12096663,98.22637199,98.31977721,97.78346709,95.70819279,96.9141535,97.33135126,96.12796378,97.88151081,95.20647537,96.39697172,95.22877459,96.09030342
E2F5,68.70592493,68.17894864,68.68927455,68.13231225,68.81842327,69.43563402,68.30079707,68.76548164,69.15129414,68.56514819,68.13532947,68.51300872,69.10033433,69.42007307,67.9703511,69.46002945,69.34383267,69.36956322,69.14393703,67.10483643,69.23778362,68.43835496,68.49137342,68.37274934,69.86330777,69.45059634,68.92515637,68.32233432,68.62818805,70.07953772,66.92279145,68.36946551,69.04851043,69.57704361,68.47009387,69.03531843,68.66375588,69.35271134,69.13527385,68.02047092,68.48766093,68.19927878,68.77257707,69.59744468,69.51563329,69.65915234,69.60891558,69.13919649,70.77742033,69.52464132,69.31141568,69.46089657,69.24190311,68.59613671,68.56566939,68.46993971,69.02980605,69.49096955,68.37867526,68.60803977,69.65503532,69.64483434,69.58635277,68.87294003,68.48276357,68.87219405,69.5383251,68.63801752,68.06502703,69.58144306,67.04906299,68.18667503,68.74193287,69.017674,70.20753604,68.44407302,67.78413097,68.68867226,69.47588287,68.09038886,68.90949284,69.78187103,69.79492481,68.49006057,67.96696832,69.85628637,67.66264106,69.77211158,68.795602,69.20685449,69.72576554,75.13421791,70.39609861,72.29341046,69.07108588,69.56794466,71.06719505,68.91197828,73.00243375,70.58759098,74.07914407,70.3330813,70.45351092,70.14746641,70.35598155,69.36819637,75.43285263,74.82946775,69.21176345,71.01852454,68.76962415,68.91634603,69.5051745,72.30942136,72.35637131,69.98843967,73.07791687,68.87596561,70.37329083,72.93145017
GLP1R,115.7100256,112.3599687,115.5990426,114.6609671,113.818824,114.1261592,112.3751619,113.205866,113.3714836,113.4175214,114.1783489,112.7348152,114.1585648,113.4569601,113.3999116,112.9512705,113.1000762,112.7898891,113.1732314,112.2064615,114.3730361,114.341504,114.1190179,114.0733362,112.488197,113.8995778,113.0972416,113.6378984,112.8306776,113.4581828,113.3733284,112.3075144,112.6669791,109.4933211,113.8969275,110.6105028,109.9242075,114.1580469,114.5284732,110.0523616,111.2132396,112.5884171,113.7899386,113.6807034,113.5937007,112.5908732,112.0302486,112.6606173,113.1396836,115.7780801,114.0466153,112.958885,109.6363356,111.8779032,114.6568856,107.4890877,114.5872591,111.40082,113.1820021,113.2264637,104.5526336,104.0761737,103.7372131,105.3342174,106.8585515,107.3984955,107.5540246,107.5885948,101.7382214,102.6028483,105.5146444,105.082577,104.079771,110.4513285,106.3105766,104.1302727,105.793301,107.3551757,104.3022706,101.85966,104.6692232,103.7569828,104.5870485,103.3332898,106.6994117,107.3166162,103.7759074,108.28434,103.3917987,104.0531823,103.5598801,102.7754415,103.4705128,102.6026517,104.8746341,103.3983688,104.4431732,104.4581897,103.3995467,104.8453829,104.6790278,103.8246499,104.5325076,102.3488214,104.3112883,103.9087736,103.7646075,103.2965826,102.9633293,101.8890553,101.9552022,103.0446724,104.8405899,102.100799,102.2606279,102.1350446,104.4117381,102.7654959,102.225827,102.2938719
IGLL1,91.15993827,88.4852107,93.17557765,93.7327155,88.59830541,90.22677446,88.52547543,97.04784672,89.84049024,88.52811502,97.91569729,90.78470892,89.55315088,88.40451752,87.68498153,89.25618669,89.47782303,95.92512562,88.78707535,89.28572824,88.1970042,88.2506137,88.98487875,93.88913172,88.46265917,89.66515454,89.49661796,88.68900336,90.77719167,90.14034249,95.95657535,95.87672505,98.35978893,88.45017438,96.66836502,89.5741457,88.15797275,97.38697952,96.40741208,88.45527369,88.51180891,91.41122126,98.70083331,97.41874871,88.43644769,95.76029516,94.78624627,99.26855285,89.58414907,94.70928186,98.47865623,93.93319433,86.72487577,91.35213808,97.99276746,88.94047169,96.24228833,89.20026522,92.41523542,97.53950654,87.84832358,88.11794229,89.84111013,89.07955733,89.56109335,88.18342639,89.11537212,88.22838826,89.53439955,88.63183054,89.87047418,88.48231487,89.20280649,89.22424606,88.91932037,89.31058886,86.81770647,89.86477567,88.95104405,86.9019823,87.86489202,88.53289362,89.25803241,88.07639403,89.85129392,89.01116495,90.16790496,89.819818,89.19950271,89.74343269,89.20644959,88.55657603,90.48033229,88.75620178,89.15386287,89.05343022,89.53125892,89.52177046,89.10671217,89.20933413,88.35616806,89.51456898,89.38467091,89.29705128,87.44611403,88.48260714,86.13707052,87.22717142,88.95466632,88.58158736,88.62851721,88.980691,88.19814894,88.47214653,88.64839722,88.0806782,90.09799507,87.72578979,90.09036689,89.16618689
CCIN,83.87441455,83.85594668,83.79697805,82.72062628,83.06207366,84.40490022,83.41442505,83.11975101,82.66075906,83.28614159,83.2286576,83.52903677,84.62664417,83.86483367,82.91200585,83.86701257,83.34729536,84.29213294,82.84139524,83.45766491,83.79591989,83.89428935,85.26267178,82.82372725,83.22578481,83.39699261,81.83841876,81.74255526,82.44007413,82.25754053,89.69973678,84.21587661,90.11574094,91.52972033,85.4018303,91.45852585,91.27340561,85.58068127,82.94496868,91.78529773,91.31342785,92.72520638,85.85927192,89.11054788,90.42263024,82.94905268,91.67149922,86.73360256,91.45881265,90.14584654,88.38935988,91.718229,91.22641882,91.71913973,87.80803162,91.76007998,90.79404106,92.08687672,91.38432929,90.26369288,88.27845101,90.09703842,87.91728725,89.67423811,92.53069058,89.9609792,89.94362908,91.54775657,89.41893171,88.26260899,90.64122154,90.03191348,87.37919846,91.2565616,90.77815218,87.69580389,91.27349257,91.26735293,87.99122888,89.13330597,87.65710755,87.08662465,89.87238119,88.47201704,88.67151464,89.83428696,87.44612936,92.50241958,90.49141035,87.97902521,86.99351344,87.10190831,85.69851704,86.94934167,87.05808193,85.85850067,86.88742249,85.61023916,85.42212018,86.74020648,86.21196335,87.82614287,86.71190206,85.91673969,85.22114896,87.65342645,86.81569055,87.75306684,88.5878696,85.78809996,87.92704329,87.76495161,85.41790876,86.68123169,86.41939154,85.90397572,85.88177211,87.10399981,85.41749523,86.4167915
CDCA5,89.90139864,91.20589405,89.63267545,89.98992024,91.16934301,89.96560656,90.96536906,90.09901852,91.60315681,92.46212912,91.56578603,90.37761867,91.54710869,91.30740971,91.08310083,90.8998922,88.93652468,92.02680087,89.71279625,90.61726546,90.93718063,92.03095827,91.33224902,91.6854524,90.24218604,90.16000207,90.67367873,89.77845296,90.50246228,90.12313012,90.2354291,91.38754358,91.40736236,90.27468129,88.90632271,90.14673129,91.47945707,89.89735918,91.18679345,90.73902979,90.08313135,90.52910784,91.49087905,91.41763856,91.27744848,90.30527877,90.58898447,89.75845165,89.3704579,89.58229918,90.6472489,90.98194952,89.97879543,92.24476383,91.67130227,89.26831244,90.29722616,89.9995837,90.12129769,90.9283405,92.11350681,92.55480527,88.60703261,91.66529439,92.11622337,91.3738821,90.78353557,91.20008816,90.86851631,93.50066091,90.87240225,91.07082325,93.43081954,91.05796858,89.59440427,91.44402321,90.41199134,91.72017621,95.23386977,90.94758959,91.36539348,95.59206826,91.0330185,90.9035588,91.06178801,93.27666171,92.89315541,90.81775131,92.50216555,90.89157912,99.72622924,92.43658331,97.7070087,100.8472937,97.63251216,97.88199776,100.2674859,99.8282529,97.59000657,100.4149928,94.72425607,96.05001653,99.90476293,101.5606469,100.0501511,95.00757464,92.02330323,93.18880425,97.03615466,98.84862614,97.54275112,93.15063115,99.95963947,100.1628355,101.5942443,97.89561096,98.06080644,95.45931387,99.86483299,98.8824329
DDX27,107.6364825,108.3180028,109.1208292,109.7719644,109.4992608,106.1716438,108.7977451,107.2615374,109.1530318,107.9714178,105.9457383,108.1802722,109.1653854,108.4524224,108.1713817,107.785854,107.0915545,109.1783824,106.8792091,108.3491297,108.0570934,108.3046446,107.5104266,108.5035836,110.6959557,106.6256321,106.812084,109.056817,109.1090618,108.3367841,109.5050707,108.1008779,111.9146626,117.0025267,107.4741062,118.1344995,115.2627634,109.0000342,106.1378212,114.2644615,112.681783,111.9890448,110.4287407,111.8264756,115.2866559,105.8759766,107.7695952,108.4896448,112.9646582,110.9273666,113.1786611,111.2246843,115.077244,111.0165267,110.2807428,116.9702084,112.2893129,111.5228154,110.9937169,112.5685639,119.2225222,120.8019982,118.2176144,118.9191226,120.3869061,118.7175292,118.9255995,118.6430235,117.7330072,121.0234281,117.6910481,120.3214824,120.0761178,118.8801541,119.2641557,118.2360072,117.0751372,119.3982157,119.4849539,120.4233843,119.3623068,117.5690161,120.189077,118.7948713,118.8122136,118.3559168,119.100507,121.1348102,117.1579104,117.906723,120.5947176,116.6143728,117.6315282,118.7744924,118.3989013,117.0664514,119.0013512,119.3555624,120.4758595,120.1123273,119.7213216,118.814839,117.5614292,120.1661477,119.0361902,119.4646081,118.5581629,119.5686597,118.3088074,121.7479911,119.3440638,122.1036223,120.622824,117.1218789,118.8038357,118.0534998,119.7609729,117.562028,117.2888129,119.5060347
HABP2,106.0539483,107.763343,105.4704727,104.9806309,105.2226645,106.6005848,105.8823918,105.9807596,104.8984813,107.0075473,105.8337768,106.8545901,106.6107879,105.1737956,105.778531,105.2728948,104.9050534,103.8208771,106.4237324,106.7514593,104.788709,105.6016007,105.1288622,105.2890717,106.0717717,106.6098394,104.5319232,104.9581824,107.7268418,106.8027562,105.1532656,103.0948434,104.3637892,105.8540833,106.2687723,105.2290916,106.181769,104.6402451,106.0840364,103.7801892,105.7901713,104.6035696,105.1337959,106.1693285,105.6525108,105.0528107,105.475068,106.1540066,104.6809435,106.1666524,105.3817709,102.5296605,106.6842352,104.5644444,105.8186299,106.5946114,106.2504459,106.3960019,106.1893514,109.1327106,104.8941092,106.3035431,105.6683917,106.0470289,105.4838485,105.4592671,105.7219348,105.5928586,106.8771165,106.9239866,106.262054,105.6866882,103.5147412,104.2541319,107.4930334,104.2457884,104.4368307,105.9536158,106.853699,106.3985787,107.2446127,106.2292971,105.379436,105.2020453,107.6555885,106.6112183,105.8529021,105.6313394,104.6138403,106.47787,105.1692756,105.7650443,105.0934716,105.7997573,104.5913898,107.034248,104.2685611,106.6636516,105.8619265,107.1582412,107.3637444,107.2817869,105.5266443,105.3738387,106.9829786,104.6748951,107.711535,105.2575739,105.3798607,106.2217291,104.2873924,104.7380598,105.2197789,105.4437296,105.1835804,106.3263574,106.8678695,104.6083658,106.1574536,104.5939864
ACTR3,114.3614679,116.720672,116.0970045,114.5198099,114.4107089,114.2118704,114.0125406,112.2053551,115.7698484,115.2307207,114.6062037,115.8676334,115.5871596,116.3245484,117.0384211,113.9967389,116.2383386,114.80071,116.0201342,116.3606043,115.7997904,112.2374156,115.0383774,116.8409782,112.1989971,117.151156,114.2048285,113.9636831,115.0908192,115.1223394,119.1277004,115.9627003,116.3531882,116.2995063,116.8963704,115.3074271,117.1067756,116.0739527,116.1179018,114.9968091,114.3844056,115.8642018,117.3367141,113.1726264,113.225729,116.4291887,113.920036,116.0040312,113.9158758,116.4743905,114.6926358,114.2965075,116.6660831,112.8738997,115.303222,115.4150846,112.7647037,117.1603209,117.0405319,114.5408295,116.9358073,117.2139224,114.1700754,115.3429624,115.4388189,115.6289004,115.8987066,115.5170092,114.1758987,113.5414599,114.4666281,113.9591145,115.7750821,115.7206202,114.061577,114.6910746,114.3492962,115.5962835,114.243835,116.9539471,114.7884577,115.6319517,115.0205622,114.7713165,115.469112,116.0698884,113.9015947,115.8182088,115.1362847,114.9655932,117.2813612,114.8274762,115.4927145,116.7775274,113.9946105,114.8795116,115.0169302,116.5452288,114.8451255,113.8898692,115.7916069,116.3415272,116.5950978,114.7192205,116.5470332,116.3912992,115.329196,115.4268502,114.2865491,113.6855733,116.4917461,114.5171112,115.8985742,116.2326017,115.4407741,115.1664229,115.0813908,115.1938555,114.3971647,114.8109001
GJB5,99.11602806,100.1179665,97.46188586,98.3838352,99.1952582,96.52478908,97.30551507,98.34592742,97.80900116,96.9706437,101.1756802,97.97818839,98.50524647,98.21497558,98.34286466,99.34800897,99.01580708,97.95369328,97.89914506,97.97263987,99.22019442,97.89807504,98.04049462,98.89536445,96.60768931,97.11127962,97.0758004,97.60782305,97.91829094,98.73131468,100.3909804,100.6435693,97.45845158,97.58487947,98.69209099,98.19565207,98.60585473,96.65284865,98.45341323,98.36895339,97.92804368,99.22986942,98.29557363,97.2177961,98.00997518,98.13821902,97.21786713,97.13015459,99.5398611,99.20203601,100.0477794,98.63162724,98.02355902,99.66350692,98.06301977,98.35512465,98.22238534,97.77980101,98.88563985,99.01998084,98.76149518,97.84080586,100.8970622,98.08570392,98.49016712,98.27775506,98.43271716,99.47275899,96.44466867,99.23733802,97.05682102,97.72605608,97.34752123,97.33030441,96.96093156,97.69324034,98.12440192,99.59731635,99.42044582,98.17044047,99.09612869,97.48802574,98.55848411,98.0935623,98.6977062,100.8108169,98.25696175,96.89759031,99.63012852,98.73384014,99.21839045,98.03394339,99.11386101,97.72013142,97.17271565,97.95225141,99.18839966,98.29570921,97.48697693,96.84679554,96.96221211,98.60635831,97.46569169,99.62905547,98.313964,100.3751465,97.59029652,99.48143437,97.37326262,97.51705561,97.87378767,98.23983568,97.89561131,99.51496879,98.30659347,97.54679138,98.435081,98.29686261,99.16161956,97.41243761
ARL15,102.8008903,100.8431986,101.0691576,102.0622828,102.1073368,101.2179173,103.9550435,100.5439308,101.9785213,101.8545179,103.1971359,101.9747719,101.0919516,100.1656004,103.1808409,103.3126349,102.2128128,102.9972682,99.71823583,101.2236292,99.61189812,100.3775884,101.8352228,102.0825457,99.26373659,100.7033269,101.4670837,100.6427236,101.5091205,102.0471473,101.7901441,102.4677414,102.0476182,99.71396539,101.2781019,102.5637855,101.5743221,100.636752,103.9069951,101.8059846,103.0800417,100.5424072,101.4852332,100.9949592,101.5763642,100.6762436,102.7334397,102.3904448,101.853624,101.6777249,101.2988409,101.892611,100.9432034,101.6818866,103.017233,102.1313498,101.1940187,100.537155,101.8804279,101.9405561,102.0567551,101.4194532,100.730712,103.0783359,103.898943,101.7072251,100.9891135,102.8543056,100.7868479,101.0880628,102.0910587,101.3859885,100.2711506,100.6724664,101.0211426,101.8230096,101.4221885,100.9486074,101.2175906,102.4065584,102.2868019,101.3414238,101.9548599,103.5548597,100.7020987,101.4285377,103.3165631,100.6899198,101.3339175,102.2805383,101.7575631,99.95381965,102.2567682,102.2771274,101.7654904,103.4420841,101.4179279,100.7204231,100.927245,103.2838808,102.0294324,101.647402,101.6291997,103.3534816,99.46380285,99.90190203,101.2822255,102.5158514,102.6029491,104.2016684,102.689074,102.8480762,102.8779792,102.0022979,101.2520361,104.8327071,101.4264051,101.1333307,100.9304275,101.1680376
GH2,108.4920896,107.6398285,106.6102963,108.3567052,105.1529045,106.8806581,108.1098275,105.5744329,105.6673964,106.5532372,108.27713,108.606841,107.9535532,107.308173,106.8444391,106.0716683,107.8945809,107.1428292,107.6627231,105.5171441,105.5047596,106.3651578,107.3641917,107.4113229,107.6622051,106.8157524,105.9375492,107.5635657,107.4017167,107.860406,105.6141521,108.4614502,104.9661886,108.4664167,107.3600208,105.4678615,108.8805237,107.6390137,106.9357467,107.8482246,105.9123565,106.6037277,107.8805458,108.3302943,107.3649509,108.6534686,106.920122,107.1691016,107.525753,105.620155,107.2615258,108.3059131,107.5443629,106.2922023,105.5674051,108.6842006,108.8263481,107.4015541,106.5624151,107.7670738,107.1935638,109.0046551,106.4815223,108.5642312,106.8925401,106.3252254,106.8573176,106.3517089,105.4739998,106.9214642,108.2129051,104.8176752,108.0639333,108.1321547,107.4685627,105.9854589,107.1327817,107.0949936,108.2106943,105.9508083,107.0145697,106.731491,107.3088832,108.9153257,107.8429773,106.770031,108.1164825,108.4854005,107.1575772,106.2158239,107.7231617,107.811851,105.9570126,107.6297972,108.185379,104.7805615,106.2459489,106.8659423,107.0034295,105.9154479,106.6732418,107.177544,107.8301472,105.6371323,107.0942154,107.8208522,107.6606955,107.3875568,106.7694576,107.8002619,107.1077328,106.8332255,106.5231684,107.1385894,107.8334214,107.1293489,107.3828212,107.0893377,107.6647099,106.9332824
KRT27,111.0972124,110.3451817,111.1899891,109.8274303,110.82252,110.22399,108.697451,111.5132372,109.1707521,111.1771027,111.0801799,110.2837325,111.2060023,109.3806349,112.3117126,111.2429845,111.5418958,111.5736129,110.7223848,111.5399295,110.7870657,111.045403,112.2939817,112.4220037,111.0863414,112.6618289,111.6374958,113.4054298,113.0878402,111.841783,112.3373842,111.772333,111.4774236,110.4529405,112.3054469,110.6256257,111.4646604,113.893967,111.5984993,112.987439,112.2279464,110.6204452,110.0634487,110.0555755,112.7761476,110.5788438,112.0812539,110.4541362,111.872394,111.4070855,113.089249,112.3491298,111.3735538,111.1570342,113.3157677,111.5397894,111.9289991,112.6251735,110.0931734,112.7982737,113.8520619,109.6260713,109.7096314,111.1896042,110.9966193,112.2897276,110.8922747,108.9248899,112.5112502,111.0355151,111.167135,112.7311959,113.0598205,111.5340259,111.7008183,112.3645498,111.8306701,112.4294384,110.6650105,111.3208334,112.2790465,111.0595651,111.6394433,108.6376103,112.8085609,111.9321818,111.5476298,110.7912914,110.0170209,111.7120688,112.542969,112.1973242,110.9223464,111.1448712,112.6811551,111.3070689,109.9894631,112.7861425,112.236398,111.8524517,111.1340851,113.2806084,114.6915374,111.4826724,110.1091578,112.2257013,112.0455303,109.4604772,113.1234227,113.1090964,113.8076955,111.7966704,110.8275653,112.5094284,110.1456679,111.9188337,110.0576832,111.4678523,111.2177359,111.0776304
CTNS,88.35977413,88.64627267,91.07464081,89.24370885,91.79707393,89.17083609,88.84038125,89.62665802,89.19780527,89.64383799,89.43957616,88.3985224,90.43519621,89.74539058,90.76349208,89.9563951,88.52051791,90.08373956,89.37347757,88.58317711,90.478757,88.95190059,90.01459829,88.92354084,88.14578451,91.17195725,91.17902586,90.8341008,90.28845182,91.4943544,89.21143997,89.98376035,89.45489551,88.35808014,90.52627801,89.92556596,89.28192209,88.61313594,88.66069144,89.78433615,90.02337825,89.27043809,89.01996121,89.81954204,88.40083619,88.43227463,90.11229194,89.46656213,90.68677669,90.43123862,88.66951505,90.10821862,89.96987491,89.31093652,88.53036217,90.36063944,89.57644696,89.90536213,89.27884167,91.02326384,89.89843648,90.31353513,89.8632583,88.37134229,88.25298101,88.56573199,89.59662649,89.86385451,89.54167199,88.57834086,87.68246353,89.14972841,87.52017681,89.79699403,90.48278792,89.96008476,90.25452383,90.41782054,89.28005115,87.45021221,90.02636291,89.471751,90.32608093,89.95792767,91.46191384,89.79883495,88.47644205,90.15561614,88.89105005,89.80939183,91.52800706,89.90097115,91.14716277,89.18457867,89.5086217,88.19569064,89.25043261,90.53045495,88.59908786,89.65239882,88.86199543,90.03227343,90.28302337,90.4237705,89.22197223,89.17965977,89.81168835,88.86299542,89.52744717,88.38069777,89.18316889,91.25229323,90.34943448,88.79970611,90.56376595,89.17531029,90.40237193,88.78385337,90.53492253,89.37020659
CASP9,94.98102346,95.60369896,97.0347189,95.07378831,95.52440858,95.81811083,96.85832312,95.64320572,95.34809215,96.11697273,95.04213573,96.5538928,96.82885063,94.64318613,96.5782258,94.57369027,94.71078563,95.13608162,95.91093284,94.76686835,93.67201756,95.04620577,95.32639782,95.10530987,95.31606427,94.66627974,93.71930495,95.33102431,96.75000096,94.05853359,95.45716432,94.58089518,95.5570504,94.19947297,95.66089063,95.13627691,96.41114259,94.41777343,94.59188586,94.87756796,95.28323615,94.73935877,94.95712642,96.44012276,95.17838061,94.78942885,95.11416487,94.81165167,95.92463577,95.78666324,94.07436785,96.11740973,95.81354721,96.26562461,94.74278045,93.7200837,94.44287771,96.84073181,94.19419284,95.50650727,97.08897276,95.13190849,96.01544854,94.1194075,94.53062967,96.16422261,94.60865612,94.64285446,95.09566171,94.85356688,94.80210493,94.77059883,96.13940856,93.77658777,95.30677863,95.12325844,94.39688514,95.92464299,94.1692888,95.3624141,95.88406279,95.16576845,96.92015215,94.47906728,97.08296383,95.28265647,97.21286186,95.76990056,95.74943192,94.75835444,95.43518927,95.0440587,96.31520769,96.25723118,92.92961849,94.29268811,95.83702173,95.03882118,95.55880191,95.57809574,96.08282557,95.85401637,95.12176368,95.17916648,95.929105,94.7755185,95.6855212,94.15428597,96.14206452,96.1015748,96.16845541,94.67307406,94.55042481,96.17480527,94.40725574,93.2837247,96.15379636,95.67916623,96.37826659,96.79371962
